movie_title,country,language,genres,color,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Banshee Chapter ,Germany,English,Horror|Thriller,Color,R,experiment|lsd|missing friend|mk ultra|radio broadcast,Blair Erickson,Monique Candelaria,Katia Winter,Michael McMillian
L!fe Happens ,USA,English,Comedy,Color,R,friendship|los angeles california|one night stand|roommate|single mother,Kat Coiro,Justin Kirk,Geoff Stults,Kristen Johnston
On the Waterfront ,USA,English,Crime|Drama|Romance, Black and White,Not Rated,death|dock|longshoreman|murder|union,Elia Kazan,Marlon Brando,Karl Malden,Rod Steiger
Fruitvale Station ,USA,English,Biography|Drama|Romance,Color,R,22 year old|b.a.r.t.|bay area|birthday|police,Ryan Coogler,Ahna O'Reilly,Melonie Diaz,Ariana Neal
Circumstance ,France,Persian,Drama,Color,R,closeted lesbian|iranian|islamophobia|propaganda|teenager,Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Sina Amedson
The Quiet ,USA,English,Drama|Thriller,Color,R,deaf|death|dysfunctional family|godparent|secret,Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco
The Brass Teapot ,USA,English,Comedy|Fantasy|Thriller,Color,R,mini dress|mini skirt|money|voyeur|voyeurism,Ramaa Mosley,Jack McBrayer,Michael Angarano,Alia Shawkat
Bambi ,USA,English,Animation|Drama|Family,Color,Approved,animal|bambi|deer|forest|hunter,James Algar,Sam Edwards,Donnie Dunagan,Ann Gillis
"For a Good Time, Call... ",USA,English,Comedy,Color,R,friend|friendship|gay|phone sex|sex,Jamie Travis,James Wolk,Ari Graynor,Nia Vardalos
The Hammer ,USA,English,Comedy|Romance|Sport,Color,R,birthday|boxing|coach|gym|olympics,Charles Herman-Wurmfeld,John Enos III,Rian Bishop,Adam Carolla
Windsor Drive ,USA,English,Mystery|Thriller,Color,R,based on novel,Natalie Bible',Tommy O'Reilly,Samaire Armstrong,Matt Cohen
Celeste & Jesse Forever ,USA,English,Comedy|Drama|Romance,Color,R,best friends|friendship|masturbation|reference to matthias steiner|single,Lee Toland Krieger,Ari Graynor,Janel Parrish,Rob Huebel
Time Changer ,USA,English,Drama|Fantasy|Sci-Fi,Color,PG,bible|christian propaganda|christianity|time machine|zealot,Rich Christiano,Gavin MacLeod,D. David Morin,Hal Linden
London to Brighton ,UK,English,Crime|Drama|Thriller,Color,R,bathroom|chase|girl|pimp|toilet,Paul Andrew Williams,Lorraine Stanley,Johnny Harris,Georgia Groome
Crying with Laughter ,UK,English,Thriller,Color,R,cocaine|edinburgh scotland|stand up comedian,Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy
Welcome to the Dollhouse ,USA,English,Comedy|Drama,Color,R,bully|first crush|school|social outcast|taunting,Todd Solondz,Heather Matarazzo,Ken Leung,Christina Vidal
Raising Victor Vargas ,France,English,Drama|Romance,Color,R,based on short film|manhattan new york city|urination|vomiting|watching television,Peter Sollett,Victor Rasuk,Melonie Diaz,Judy Marte
Ruby in Paradise ,USA,English,Drama|Romance,Color,R,desire|florida|identity|resort town|sales,Victor Nunez,Allison Dean,Todd Field,Dorothy Lyman
Pandora's Box ,Germany,German,Crime|Drama|Romance, Black and White,Not Rated,escape|femme fatale|german expressionism|lust|violence,Georg Wilhelm Pabst,Louise Brooks,Francis Lederer,Fritz Kortner
Deterrence ,France,English,Drama|Thriller,Color,R,colorado|diner|iraq|nuclear missile|president,Rod Lurie,Kevin Pollak,Kathryn Morris,Timothy Hutton
The Mudge Boy ,USA,English,Crime|Drama|Romance,Color,R,death|farm|fur coat|grief|misfit,Michael Burke,Zachary Knighton,Tom Guiry,Ryan Donowho
The Young Unknowns ,USA,English,Drama,Color,R,based on play|independent film,Catherine Jelski,Leslie Bibb,Eion Bailey,Arly Jover
Not Cool ,USA,English,Comedy,Color,Not Rated,based on novel,Shane Dawson,Shane Dawson,Kurt Angle,Cherami Leigh
Kill List ,UK,English,Crime|Horror|Thriller,Color,Not Rated,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,Ben Wheatley,MyAnna Buring,Ben Crompton,Neil Maskell
Saints and Soldiers ,USA,English,Action|Adventure|Drama|War,Color,PG-13,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne
American Graffiti ,USA,English,Comedy|Drama|Music,Color,PG,california|car|drag racing|high school|rock 'n' roll,George Lucas,Harrison Ford,Ron Howard,Mackenzie Phillips
Kevin Hart: Laugh at My Pain ,USA,English,Comedy|Documentary,Color,R,stand up comedy,Leslie Small,Isaac C. Singleton Jr.,Larry King,Jeanette Branch
Aqua Teen Hunger Force Colon Movie Film for Theaters ,USA,English,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Color,R,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,Matt Maiellaro,Tina Fey,Fred Armisen,Chris Kattan
Safety Not Guaranteed ,USA,English,Comedy|Drama|Romance,Color,R,classified ad|intern|magazine|time machine|time travel,Colin Trevorrow,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin
The Innkeepers ,USA,English,Horror,Color,R,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,Ti West,Lena Dunham,Jake Ryan,Pat Healy
The Conformist ,Italy,Italian,Drama,Color,R,fascist|gun|italy|nudity|sexuality,Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda
Interview with the Assassin ,USA,English,Drama,Color,R,conspiracy theory|kennedy assassination|mock documentary|paranoia,Neil Burger,Raymond J. Barry,Christel Khalil,Renee Faia
Unleashed ,France,English,Action|Crime|Drama|Thriller,Color,R,collar|dog|fight|fighting|piano,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins
Donkey Punch ,UK,English,Crime|Drama|Horror|Thriller,Color,R,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,Oliver Blackburn,Julian Morris,Nichola Burley,Tom Burke
All the Boys Love Mandy Lane ,USA,English,Horror,Color,R,drugs|female nudity|party|voyeur|voyeurism,Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able
Destiny ,USA,English,Action|Adventure|Fantasy|Sci-Fi,Color,R,first person shooter,Joseph Kosinski,Peter Dinklage,Lauren Cohan,Erick Avari
High Noon ,USA,English,Thriller|Western, Black and White,PG,appeasement|frontier justice|justice|one against many|street shootout,Fred Zinnemann,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.
Hoop Dreams ,USA,English,Documentary|Drama|Sport,Color,PG-13,athlete|basketball|high school|high school student|school,Steve James,William Gates,Arthur Agee,Isiah Thomas
Rize ,USA,English,Documentary|Music,Color,PG-13,clown|clowning|dance|gang|south central los angeles,David LaChapelle,Kevin Scott Richardson,Christopher Toler,Tommy the Clown
Half Nelson ,USA,English,Drama,Color,R,bathroom|classroom|dialectics|drugs|student,Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima
L.I.E. ,USA,English,Crime|Drama,Color,NC-17,ephebophile|pederasty|pedophilia|playing hooky|shaving,Michael Cuesta,Adam LeFevre,Bruce Altman,Walter Masterson
Naturally Native ,USA,English,Drama,Color,PG-13,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,Jennifer Wynne Farmer,Irene Bedard,Akima,Max Gail
B-Girl ,USA,English,Drama|Music|Romance,Color,PG-13,brooklyn new york city|los angeles california|teacher|trauma|violence,Emily Dell,Aimee Garcia,Wesley Jonathan,Drew Sidora
Hav Plenty ,USA,English,Comedy,Color,R,friend|new year's eve|screwball|self discovery|social differences,Christopher Scott Cherot,Hill Harper,Robinne Lee,Chenoa Maxwell
Escape from Tomorrow ,USA,English,Fantasy|Horror, Black and White,Not Rated,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,Randy Moore,Trey Loney,Lee Armstrong,Amy Lucas
Starsuckers ,UK,English,Documentary,Color,R,celebrity|consumerism|fashion|media manipulation,Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John
Top Hat ,USA,English,Comedy|Musical|Romance, Black and White,Approved,dance|dancer|dancing|horse|tap dancing,Mark Sandrich,Ginger Rogers,Edward Everett Horton,Eric Blore
The Blair Witch Project ,USA,English,Horror, Black and White,R,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams
Woodstock ,USA,English,Documentary|History|Music,Color,R,drugs|hippie|music festival|the who|woodstock,Michael Wadleigh,Joe Cocker,Jimi Hendrix,Joan Baez
The Kentucky Fried Movie ,USA,English,Comedy,Color,R,fake commercial|fake newscast|fake trailer|parody|spoof,John Landis,David Zucker,Barry Dennen,Tara Strohmeier
Mercy Streets ,USA,English,Action|Crime|Drama,Color,PG-13,church|cigarette smoking|deacon|twin brother|twins,Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros
Water & Power ,USA,English,Crime|Drama,Color,Not Rated,based on novel,Richard Montoya,Nicholas Gonzalez,Angela Nordeng,Exie Booker
Arnolds Park ,USA,English,Mystery|Thriller,Color,PG-13,based on novel,Gene Teigland,Kendyl Joi,Matthew Feeney,Tac Fitzgerald
Broken Vessels ,USA,English,Drama,Color,R,independent film|katana sword|los angeles storm drain,Scott Ziehl,William Smith,Jason London,Brent David Fraser
They Will Have to Kill Us First ,UK,French,Documentary,Color,R,based on novel,Johanna Schwartz,Aliou Touré,Garba Touré,Khaira Arby
A Hard Day's Night ,UK,English,Comedy|Musical, Black and White,Approved,boy|concert|drummer|manager|television,Richard Lester,Paul McCartney,Ringo Starr,George Harrison
The Harvest/La Cosecha ,USA,English,Documentary,Color,R,child labor|education|hispanic|labor|migration,U. Roberto Romano,Robert De Niro,Morgan Freeman,Steve Coogan
Julija in alfa Romeo ,Slovenia,Slovenian,Comedy,Color,R,based on novel,Blaz Zavrsnik,Dario Nozic Serini,Spela Colja,Andrej Nahtigal
Love Letters ,USA,English,Drama|Romance,Color,R,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,Amy Holden Jones,Jamie Lee Curtis,Sally Kirkland,Amy Madigan
Faith Connections ,India,Hindi,Biography|Documentary|Drama,Color,R,faith|ganja|kumbh mela|little boy|orphan,Pan Nalin,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari
Fireproof ,USA,English,Drama|Romance,Color,PG,christian film|dare|firefighter|internet pornography|marriage,Alex Kendrick,Kirk Cameron,Ken Bevel,Erin Bethea
Benji ,USA,English,Adventure|Family|Romance,Color,G,animal abuse|cat|dog|dog movie|tween girl,Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan
Open Water ,USA,English,Adventure|Biography|Drama|Horror|Thriller,Color,R,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis
Kingdom of the Spiders ,USA,English,Horror|Sci-Fi,Color,PG,death|farm|hotel|spider|tarantula,John 'Bud' Cardos,Woody Strode,Hoke Howell,Tiffany Bolling
Mad Hot Ballroom ,USA,English,Documentary|Family|Music,Color,PG,ballroom dancing|new york city|poise|self confidence|teacher,Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett
The Station Agent ,USA,English,Comedy|Drama,Color,R,abandoned|depot|dwarf|newfoundland new jersey|train,Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés
To Save a Life ,USA,English,Drama,Color,PG-13,basketball|beer pong|childhood friend|christian|suicide,Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin
Wordplay ,USA,English,Documentary,Color,PG,comedian|crossword puzzle|editor|new york times|puzzle,Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole
Beyond the Mat ,USA,English,Biography|Documentary|Sport,Color,R,championship|drugs|three word title|wrestler|wrestling,Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley
The Singles Ward ,USA,English,Comedy|Drama|Romance,Color,PG,church|love|marriage|mormon|single,Kurt Hale,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts
Sholem Aleichem: Laughing in the Darkness ,USA,English,Documentary,Color,Unrated,jewish identity,Joseph Dorman,Rachel Dratch,Peter Riegert,Jason Kravits
Osama ,Afghanistan,Dari,Drama,Color,PG-13,boy|girl|hair|school|taliban,Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati
Groove ,USA,English,Drama|Music,Color,R,dj|ecstasy the drug|rave|raver|warehouse,Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood
The R.M. ,USA,English,Comedy|Crime|Family,Color,PG,latter day saints|missionary|pickup truck|police|video camera,Kurt Hale,Kirby Heyborne,Big Budah,Curt Doussett
Twin Falls Idaho ,USA,English,Drama,Color,R,conjoined twins|independent film|low budget film|separation|twin,Michael Polish,Sasha Alexander,William Katt,Jon Gries
Mean Creek ,USA,English,Crime|Drama,Color,R,boat|bully|dare|friend|river,Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan
Drinking Buddies ,USA,English,Comedy|Drama|Romance,Color,R,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,Joe Swanberg,Olivia Wilde,Anna Kendrick,Ti West
Hurricane Streets ,USA,English,Crime|Drama|Romance, Black and White,R,gang|new mexico|prison|smuggling|theft,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen
Never Again ,USA,English,Comedy|Romance,Color,R,bar|gay bar|love|mother son relationship|new york,Eric Schaeffer,Peter Dinklage,Bill Duke,Michael McKean
Civil Brand ,USA,English,Crime|Drama|Thriller,Color,R,abuse of power|friendship|prison|prison guard|title directed by female,Neema Barnette,Monica Calhoun,LisaRaye McCoy,Clifton Powell
Monsters ,UK,English,Drama|Sci-Fi|Thriller,Color,R,alien|alien invasion|destroyed building|destruction|mexico,Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter
Lonesome Jim ,USA,English,Comedy|Drama,Color,R,bail|coma|dart board|indiana|ladder factory,Steve Buscemi,Kevin Corrigan,Seymour Cassel,Mary Kay Place
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,USA,English,Documentary,Color,R,stage magician,Molly Bernstein,David Mamet,Ricky Jay,Dick Cavett
The Other Dream Team ,USA,English,Documentary|Sport,Color,Not Rated,basketball|basketball team|grateful dead|lithuanian|olympics,Marius A. Markevicius,Tommy Sheppard,Greg Speirs,Mickey Hart
Rubber ,France,English,Comedy|Fantasy|Horror,Color,R,desert|dump|show|spectator|tire,Quentin Dupieux,Haley Ramm,Jack Plotnick,Cecelia Antoinette
Johnny Suede ,Switzerland,English,Comedy|Music|Romance, Black and White,R,idol|musician|vomiting|watching television|wyoming,Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave
Kiss the Bride ,USA,English,Comedy|Romance,Color,R,best friend|high school|love|secret|wedding,C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown
The Slaughter Rule ,USA,English,Drama|Sport,Color,R,cheerleader|father son relationship|football coach|loss of father|mother son relationship,Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears
The Living Wake ,USA,English,Comedy,Color,PG-13,artist|black comedy,Sol Tryon,Jim Gaffigan,Ann Dowd,Matthew Cowles
Scott Walker: 30 Century Man ,UK,English,Biography|Documentary|Music,Color,R,avant garde|british pop|character name in title|musician|number in title,Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn
The Californians ,USA,English,Drama,Color,PG,based on novel,Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas
Born to Fly: Elizabeth Streb vs. Gravity ,USA,English,Action|Biography|Documentary|Sport,Color,R,three word title,Catherine Gund,Elizabeth Streb,Sarah Callan,Laura Flanders
Detention of the Dead ,USA,English,Comedy|Horror,Color,Not Rated,based on play|blood|independent film|teenager|zombie,Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler
Now Is Good ,UK,English,Drama|Romance,Color,PG-13,death|dying|leukemia|teenage girl|terminal illness,Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine
Everything Put Together ,USA,English,Drama,Color,R,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally
Paranormal Activity ,USA,English,Horror,Color,R,dark force|entity|evil force|found footage|paranormal phenomenon,Oren Peli,Micah Sloat,Ashley Palmer,Amber Armstrong
Straight Out of Brooklyn ,USA,English,Crime|Drama,Color,R,domestic violence|housing project|new york city|poverty|racism,Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich
Conversations with Other Women ,UK,English,Comedy|Drama|Romance,Color,R,female frontal nudity|filming a wedding|lingerie slip|memory|wedding,Hans Canosa,Olivia Wilde,Thomas Lennon,Nora Zehetner
Poultrygeist: Night of the Chicken Dead ,USA,English,Comedy|Horror|Musical,Color,Unrated,castration|chicken|fast food|indian burial ground|protest,Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham
As It Is in Heaven ,Sweden,Swedish,Comedy|Drama|Music|Romance,Color,R,amazing grace the hymn|choir|heart attack|hometown|skidding truck,Kay Pollak,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda
42nd Street ,USA,English,Comedy|Musical|Romance, Black and White,Unrated,chorus girl|chorus line|director|gala premiere|song,Lloyd Bacon,Ginger Rogers,Dick Powell,George Brent
Metropolitan ,USA,English,Comedy|Drama|Romance,Color,PG-13,apartment|dancing|debutante|new york|upper class,Whit Stillman,Chris Eigeman,Taylor Nichols,Ellia Thompson
Gory Gory Hallelujah ,USA,English,Comedy|Fantasy|Horror|Musical,Color,R,conspiracy|feminist|hippie|motorcycle|slapstick comedy,Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White
Blue Ruin ,USA,English,Crime|Drama|Thriller,Color,R,blood splatter|car|neo noir|vengeance|vomiting,Jeremy Saulnier,Devin Ratray,Eve Plumb,Amy Hargreaves
Napoleon Dynamite ,USA,English,Comedy,Color,PG,class president|family relationships|friend|high school|jock,Jared Hess,Jon Heder,Diedrich Bader,Jon Gries
Monty Python and the Holy Grail ,UK,English,Adventure|Comedy|Fantasy,Color,PG,camelot|holy grail|king arthur|knight|lancelot,Terry Gilliam,Eric Idle,Michael Palin,Terry Jones
Quinceañera ,USA,Spanish,Drama,Color,R,15th birthday|birthday|gay|party|security guard,Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos
Dogtown and Z-Boys ,USA,English,Documentary|Sport, Black and White,PG-13,california|drought|playground|skateboarding|surfer,Stacy Peralta,Tony Alva,Jay Adams,Jeff Ament
Tarnation ,USA,English,Biography|Documentary,Color,Unrated,answering machine|home movie|lithium|schizophrenic|video diary,Jonathan Caouette,Greg Ayres,Jonathan Caouette,Renee Leblanc
I Want Your Money ,USA,English,Documentary,Color,PG,based on novel,Ray Griggs,Bill Farmer,Chris Cox,Mike Huckabee
Fabled ,USA,English,Drama|Horror|Mystery|Thriller, Black and White,R,based on novel,Ari Kirschenbaum,R. Brandon Johnson,Adam LeFevre,Desmond Askew
The Broadway Melody ,USA,English,Musical|Romance, Black and White,Passed,sibling rivalry|singer|sister act|whistling|wisecrack humor,Harry Beaumont,Anita Page,Bessie Love,Charles King
The Evil Dead ,USA,English,Fantasy|Horror,Color,NC-17,cult director|cult film|evil dead|necronomicon|psychotronic film,Sam Raimi,Ted Raimi,Betsy Baker,Ellen Sandweiss
